,zpid,city,zipcode,homeType,yearBuilt,latestPrice,numPriceChanges,avgSchoolDistance,Candidate,avgSchoolRating,latest_saleyear,propertyTaxRate
5060,29498247,austin,78745,Single Family,1982,387000,5,1.6,1,5.666666667,2018,1.98
5067,89548731,austin,78745,Single Family,2012,229900,6,1.766666667,1,5.666666667,2019,1.98
5068,29501455,austin,78745,Single Family,1993,305000,2,1,1,5.666666667,2019,1.98
5070,29498195,austin,78745,Single Family,1981,429900,8,1.466666667,1,6,2020,1.98
5073,29493840,austin,78745,Single Family,1981,314000,4,1.133333333,1,5.666666667,2018,1.98
5074,89548693,austin,78745,Single Family,2014,409000,1,1.666666667,1,5.666666667,2019,1.98
5079,29498662,austin,78745,Single Family,1986,324000,5,2,1,5.666666667,2018,1.98
5082,29501452,austin,78745,Single Family,1993,348900,4,1,1,6,2019,1.98
5085,63838636,austin,78745,Single Family,1986,124900,5,1.566666667,1,6,2020,1.98
5088,29493825,austin,78745,Single Family,2019,345000,6,1.166666667,1,6,2018,1.98
5089,63838634,austin,78745,Single Family,1981,385000,2,1.533333333,1,5.666666667,2020,1.98
5091,29501449,austin,78745,Single Family,1989,427500,4,1.066666667,1,5.666666667,2019,1.98
5096,89546561,austin,78745,Single Family,2013,399000,3,1.733333333,1,5.666666667,2020,1.98
5103,29493821,austin,78745,Multiple Occupancy,1994,525000,1,1.166666667,1,5.666666667,2020,1.98
5104,63838556,austin,78745,Single Family,2003,319900,4,1.6,1,5.666666667,2019,1.98
5107,29498999,austin,78745,Single Family,1979,315000,3,1.633333333,1,5.666666667,2018,1.98
5109,29499048,austin,78745,Single Family,1979,339000,1,1.566666667,1,5.666666667,2018,1.98
5110,29493819,austin,78745,Single Family,1996,359000,2,1.2,1,5.666666667,2018,1.98
5111,29498998,austin,78745,Single Family,1978,315000,4,1.666666667,1,5.666666667,2019,1.98
5116,29498997,austin,78745,Single Family,1979,399000,3,1.5,1,5.666666667,2018,1.98
5117,29495315,austin,78745,Single Family,1981,270000,3,1.166666667,1,5.666666667,2018,1.98
5122,29499045,austin,78745,Single Family,1978,399000,2,1.5,1,5.666666667,2018,1.98
5127,29495312,austin,78745,Single Family,1981,255000,8,1.133333333,1,5.666666667,2019,1.98
5128,29499028,austin,78745,Single Family,1982,325000,4,1.533333333,1,5.666666667,2019,1.98
5129,29498996,austin,78745,Single Family,1979,369900,2,1.5,1,5.666666667,2018,1.98
5134,124718796,austin,78745,Single Family,2009,564000,1,1.366666667,1,5.666666667,2018,1.98
5135,29495311,austin,78745,Single Family,1981,339900,4,1.133333333,1,5.666666667,2019,1.98
5138,63379994,austin,78745,Single Family,2004,199900,5,1.666666667,1,5.666666667,2019,1.98
5139,29494966,austin,78745,Single Family,1977,305000,1,1.433333333,1,5.666666667,2019,1.98
5148,63838496,austin,78745,Single Family,1978,364900,2,1.466666667,1,5.666666667,2019,1.98
5150,29500994,austin,78745,Apartment,1981,334900,1,1.6,1,5.666666667,2020,1.98
5157,80090485,austin,78745,Single Family,2008,345000,5,1.466666667,1,5.666666667,2019,1.98
5162,80108483,austin,78745,Single Family,2008,390447,12,1.466666667,1,5.666666667,2018,1.98
5167,29500968,austin,78745,Vacant Land,1966,199000,1,1.6,1,5.666666667,2018,1.98
5169,58314907,austin,78745,Single Family,1978,459900,2,1.166666667,1,5.666666667,2018,1.98
5172,58314905,austin,78745,Single Family,1977,414900,2,1.166666667,1,5.666666667,2020,1.98
5175,58314904,austin,78745,Single Family,1977,515000,3,1.2,1,5.666666667,2020,1.98
5178,29500958,austin,78745,Single Family,1965,379000,1,1.533333333,1,5.666666667,2018,1.98
5190,80101954,austin,78745,Single Family,2008,365000,1,1.533333333,1,5.666666667,2020,1.98
5195,29503445,austin,78745,Single Family,1973,296000,3,1,1,5.666666667,2019,1.98
5196,58314897,austin,78745,Single Family,1976,319900,1,1.2,1,5.666666667,2020,1.98
5200,29503444,austin,78745,Single Family,1973,320000,4,0.966666667,1,5.666666667,2019,1.98
5204,29500932,austin,78745,Single Family,1971,269000,1,1.733333333,1,5.666666667,2019,1.98
5210,80108425,austin,78745,Single Family,2008,379000,4,1.466666667,1,5.666666667,2020,1.98
5214,29497425,austin,78745,Single Family,1977,239999,1,0.866666667,1,5.666666667,2020,1.98
5218,29498923,austin,78745,Single Family,1979,315000,1,0.833333333,1,5.666666667,2018,1.98
5221,29497420,austin,78745,Single Family,1975,318000,1,0.866666667,1,5.666666667,2019,1.98
5223,29500919,austin,78745,Vacant Land,1980,275000,1,1.466666667,1,5.666666667,2019,1.98
5227,58314832,austin,78745,Single Family,1978,439900,2,1.166666667,1,5.666666667,2018,1.98
5248,80089912,austin,78745,Single Family,2010,419900,6,1.466666667,1,5.666666667,2020,1.98
5249,58314765,austin,78745,Single Family,1980,300000,2,1.233333333,1,5.666666667,2020,1.98
5253,58314761,austin,78745,Single Family,1980,495000,2,1.266666667,1,5.666666667,2019,1.98
5255,29501412,austin,78745,Single Family,1978,399900,1,0.833333333,1,5.666666667,2020,1.98
5260,29498909,austin,78745,Single Family,1979,299000,5,0.8,1,5.666666667,2020,1.98
5264,58314756,austin,78745,Single Family,1981,368000,3,1.3,1,5.666666667,2019,1.98
5267,70342905,austin,78745,Single Family,2006,304000,1,1.8,1,5.666666667,2020,1.98
5271,58316405,austin,78745,Single Family,2000,374900,4,1.866666667,1,5.666666667,2020,1.98
5274,58314740,austin,78745,Single Family,1981,375000,2,1.333333333,1,5.666666667,2020,1.98
5279,29501404,austin,78745,Single Family,1979,156500,6,0.9,1,5.666666667,2018,1.98
5282,58314727,austin,78745,Single Family,1981,399900,3,1.233333333,1,5.666666667,2018,1.98
5284,29497403,austin,78745,Single Family,1975,295900,4,0.866666667,1,5.666666667,2019,1.98
5288,29502899,austin,78745,Vacant Land,1980,159000,4,1.466666667,1,5.666666667,2018,1.98
5291,29498898,austin,78745,Single Family,1980,308000,2,0.8,1,5.666666667,2019,1.98
5294,29498897,austin,78745,Single Family,1980,300000,1,0.8,1,5.666666667,2019,1.98
5295,58187214,austin,78745,Single Family,1981,424000,2,1.3,1,5.666666667,2018,1.98
5299,29497394,austin,78745,Single Family,1976,274500,3,0.866666667,1,5.666666667,2020,1.98
5300,58314710,austin,78745,Single Family,1978,385000,1,1.166666667,1,5.666666667,2019,1.98
5309,29500890,austin,78745,Single Family,1979,375000,1,0.833333333,1,5.666666667,2019,1.98
5407,29487964,austin,78745,Single Family,1964,329000,2,1,1,5.666666667,2020,1.98
5410,29484963,austin,78745,Single Family,1968,430000,1,1.466666667,1,5.666666667,2019,1.98
5411,29481963,austin,78745,Condo,1982,169900,7,1.333333333,1,5.666666667,2018,1.98
5414,2093327459,austin,78745,Single Family,2017,519000,5,1.533333333,1,5.666666667,2018,1.98
5416,124719957,austin,78745,Condo,2014,424900,1,1.733333333,1,5.666666667,2019,1.98
5417,29482457,austin,78745,Single Family,1969,250000,3,1.5,1,5.666666667,2019,1.98
5418,29484955,austin,78745,Single Family,1972,375000,2,1.4,1,5.666666667,2019,1.98
5420,29487951,austin,78745,Single Family,1966,318500,2,1,1,5.666666667,2019,1.98
5423,2131137447,austin,78745,Single Family,2010,325000,5,1.566666667,1,5.666666667,2018,1.98
5425,29487945,austin,78745,Single Family,1967,284000,3,1.066666667,1,5.666666667,2018,1.98
5426,2078257995,austin,78745,Single Family,2010,340000,2,1.566666667,1,5.666666667,2020,1.98
5427,124844438,austin,78745,Condo,2014,399900,3,1.733333333,1,5.666666667,2018,1.98
5428,29480438,austin,78745,Single Family,1940,264500,1,1.633333333,1,5.666666667,2020,1.98
5431,29482429,austin,78745,Single Family,1960,240000,1,1.466666667,1,5.666666667,2018,1.98
5433,29487995,austin,78745,Single Family,1971,429900,4,1.5,1,5.666666667,2018,1.98
5434,29487918,austin,78745,Single Family,1965,314900,6,1.533333333,1,5.666666667,2019,1.98
5436,29484993,austin,78745,Single Family,1972,335000,4,1.433333333,1,5.666666667,2020,1.98
5438,29484912,austin,78745,Single Family,1970,275000,1,1.4,1,5.666666667,2019,1.98
5439,29479912,austin,78745,Single Family,1955,325000,9,1.533333333,1,5.666666667,2019,1.98
5440,29484992,austin,78745,Single Family,1972,369000,3,1.433333333,1,5.666666667,2019,1.98
5442,29480405,austin,78745,Single Family,2008,469900,2,1.6,1,5.666666667,2019,1.98
5445,29482397,austin,78745,Single Family,1969,389000,2,1.5,1,5.666666667,2019,1.98
5447,29485891,austin,78745,Multiple Occupancy,1981,395000,3,0.9,1,5.666666667,2020,1.98
5452,29482387,austin,78745,Single Family,1960,249900,1,1.5,1,5.666666667,2020,1.98
5453,29484883,austin,78745,Single Family,1967,434000,1,1.466666667,1,5.666666667,2018,1.98
5454,29479778,austin,78745,Single Family,1953,499999,1,1.4,1,5.666666667,2020,1.98
5457,29479875,austin,78745,Single Family,1954,360000,1,1.666666667,1,5.666666667,2019,1.98
5458,29485759,austin,78745,Single Family,1964,395500,1,1,1,5.666666667,2020,1.98
5461,29479870,austin,78745,Single Family,1958,350000,4,1.733333333,1,5.666666667,2018,1.98
5463,2077545863,austin,78745,Single Family,2020,529500,2,1.566666667,1,5.666666667,2018,1.98
5464,29479863,austin,78745,Vacant Land,1935,600000,1,1.733333333,1,5.666666667,2018,1.98
5465,29480357,austin,78745,Single Family,1958,179997,4,1.6,1,5.666666667,2019,1.98
5466,29485855,austin,78745,Apartment,1978,419000,1,0.966666667,1,5.666666667,2020,1.98
5467,2080455482,austin,78745,Single Family,2020,534950,4,1.566666667,1,5.666666667,2019,1.98
5468,2077209354,austin,78745,Single Family,2019,475000,1,1.466666667,1,5.666666667,2018,1.98
5469,29478849,austin,78745,Vacant Land,1952,300000,1,1.566666667,1,5.666666667,2019,1.98
5470,29482495,austin,78745,Single Family,1960,390000,2,1.4,1,5.666666667,2020,1.98
5471,29489465,austin,78745,Single Family,1952,499000,1,0.966666667,1,5.666666667,2018,1.98
5472,29492463,austin,78745,Single Family,1973,249900,3,1.8,1,5.666666667,2019,1.98
5473,29489456,austin,78745,Vacant Land,1950,650000,3,1,1,5.666666667,2018,1.98
5474,29494450,austin,78745,Single Family,1977,325000,1,0.733333333,1,5.666666667,2018,1.98
5475,29492446,austin,78745,Condo,1973,249000,1,1.8,1,5.666666667,2019,1.98
5476,29489446,austin,78745,Single Family,1935,275000,3,1.033333333,1,5.666666667,2020,1.98
5477,29494442,austin,78745,Single Family,1972,339000,3,0.8,1,5.666666667,2018,1.98
5486,29494441,austin,78745,Single Family,1972,329900,5,0.8,1,5.666666667,2020,1.98
5491,29492423,austin,78745,Single Family,1971,499000,3,1.866666667,1,5.666666667,2020,1.98
5494,29489420,austin,78745,Single Family,1972,360000,1,1.733333333,1,5.666666667,2020,1.98
5496,29492452,austin,78745,Single Family,1973,130000,6,1.866666667,1,5.666666667,2018,1.98
5498,29489467,austin,78745,Single Family,1953,284500,5,0.966666667,1,5.666666667,2020,1.98
5501,29494418,austin,78745,Single Family,1976,250000,1,0.8,1,6.666666667,2020,1.98
5504,29489415,austin,78745,Single Family,1972,375000,2,1.766666667,1,6.666666667,2020,1.98
5506,29494414,austin,78745,Single Family,1973,250000,1,0.833333333,1,6.666666667,2018,1.98
5508,29494412,austin,78745,Single Family,1973,281899,13,0.833333333,1,6.666666667,2019,1.98
5510,29489410,austin,78745,Single Family,1972,320000,1,1.766666667,1,6.666666667,2019,1.98
5512,29494409,austin,78745,Single Family,1973,259900,2,0.833333333,1,6.666666667,2020,1.98
5514,29492375,austin,78745,Single Family,1971,479999,1,1.766666667,1,6.666666667,2019,1.98
5517,29492368,austin,78745,Single Family,1971,440000,4,1.8,1,6.666666667,2020,1.98
5518,29492364,austin,78745,Single Family,1972,385000,1,1.733333333,1,6.666666667,2019,1.98
5520,70348792,austin,78745,Single Family,2006,330000,3,1.733333333,1,6.666666667,2020,1.98
5523,29487778,austin,78745,Single Family,1994,315000,1,1.766666667,1,6.666666667,2020,1.98
5525,29492767,austin,78745,Single Family,1978,300000,3,0.766666667,1,6.666666667,2020,1.98
5527,29492766,austin,78745,Single Family,1977,250000,2,0.766666667,1,6.666666667,2019,1.98
5532,29492758,austin,78745,Single Family,1977,399000,4,0.766666667,1,6.666666667,2020,1.98
5534,29489743,austin,78745,Single Family,1970,299900,2,0.666666667,1,6.666666667,2020,1.98
5536,29489477,austin,78745,Single Family,1963,240000,2,0.9,1,6.666666667,2020,1.98
5538,29489741,austin,78745,Single Family,1970,365000,4,0.666666667,1,6.666666667,2020,1.98
5541,29487737,austin,78745,Single Family,1973,362500,1,1.7,1,6.666666667,2020,1.98
5542,29487730,austin,78745,Single Family,1973,450000,2,1.733333333,1,6.666666667,2020,1.98
5544,29487728,austin,78745,Single Family,1973,449900,1,1.733333333,1,6.666666667,2019,1.98
5546,29489706,austin,78745,Single Family,1967,259000,1,0.8,1,6.666666667,2018,1.98
6314,63838497,austin,78745,Single Family,1978,550000,1,1.4,1,6.666666667,2020,1.98
6351,58315186,austin,78745,Condo,1981,299900,2,1.3,1,6.666666667,2018,1.98
6352,58314683,austin,78745,Single Family,1978,350000,2,1.133333333,1,6.666666667,2019,1.98
6358,58315162,austin,78745,Single Family,1981,274900,3,1.233333333,1,6.666666667,2020,1.98
6359,58315155,austin,78745,Single Family,1981,450000,2,1.266666667,1,6.666666667,2018,1.98
6360,58315153,austin,78745,Single Family,1981,345000,1,1.233333333,1,7,2020,1.98
6362,58315150,austin,78745,Single Family,1981,399000,3,1.266666667,1,7,2019,1.98
6364,58315141,austin,78745,Single Family,1980,335000,3,1.266666667,1,7,2019,1.98
6365,2145702640,austin,78745,Condo,2008,238000,1,1.233333333,1,7,2019,1.98
6369,58315128,austin,78745,Single Family,1981,359000,2,1.266666667,1,7,2018,1.98
6370,58315117,austin,78745,Single Family,1981,427000,7,1.266666667,1,7,2020,1.98
6371,58315116,austin,78745,Single Family,1980,389900,4,1.266666667,1,7,2019,1.98
6372,58314613,austin,78745,Single Family,1978,340000,1,1.133333333,1,7,2020,1.98
6376,58314598,austin,78745,Single Family,1978,354000,2,1.133333333,1,7,2020,1.98
6379,2145150551,austin,78745,Condo,2008,250000,1,1.266666667,1,7,2020,1.98
6386,58314509,austin,78745,Single Family,1978,389999,1,1.1,1,7,2018,1.98
6388,29495392,austin,78745,Single Family,1981,349000,2,1.166666667,1,7,2019,1.98
6390,124837792,austin,78745,Single Family,2013,560000,3,1.3,1,7,2019,1.98
6391,124719964,austin,78745,Single Family,2013,569000,1,1.366666667,1,7,2019,1.98
6392,58312950,austin,78745,Single Family,1959,275000,1,1.4,1,7,2020,1.98
6393,29498458,austin,78745,Single Family,1983,399000,5,1.533333333,1,7,2018,1.98
6395,2078450497,austin,78745,Single Family,2020,545000,2,1.466666667,1,6.666666667,2020,1.98
6396,29497958,austin,78745,Single Family,1979,325000,4,1.433333333,1,6.666666667,2018,1.98
6398,29495453,austin,78745,Single Family,1982,279900,5,1.233333333,1,6.666666667,2019,1.98
6399,29479947,austin,78745,Single Family,1957,325000,4,1.233333333,1,6.666666667,2020,1.98
6400,29494998,austin,78745,Single Family,1977,399900,6,1.2,1,7,2018,1.98
6401,2084104446,austin,78745,Single Family,2008,389000,1,0.833333333,1,6.666666667,2019,2.01
6403,58314945,austin,78745,Single Family,1977,390000,2,1.133333333,1,7,2018,1.98
6405,29495443,austin,78745,Single Family,1982,275000,1,1.2,1,6.666666667,2018,1.98
6406,29498758,austin,78745,Single Family,1975,284900,2,1.166666667,1,6.666666667,2019,1.98
6407,29485943,austin,78745,Single Family,1972,375000,2,0.9,1,6.666666667,2018,1.98
6408,29495441,austin,78745,Single Family,1982,309900,2,1.2,1,6.666666667,2018,1.98
6409,29482942,austin,78745,Single Family,1972,315000,1,1.733333333,1,6.666666667,2020,1.98
6410,29495425,austin,78745,Single Family,1981,395000,3,1.2,1,6.666666667,2020,1.98
6412,58312939,austin,78745,Single Family,1959,425000,1,1.4,1,6.666666667,2019,1.98
6413,29495422,austin,78745,Single Family,1981,299000,3,1.2,1,6.666666667,2019,1.98
6414,29485938,austin,78745,Single Family,1972,455000,3,0.9,1,6.666666667,2018,1.98
6416,29498421,austin,78745,Single Family,1983,429000,1,1.466666667,1,6.666666667,2019,1.98
6418,29485934,austin,78745,Single Family,1971,380000,3,0.866666667,1,6.666666667,2020,1.98
6420,29495421,austin,78745,Single Family,1981,375000,2,1.2,1,6.666666667,2018,1.98
6421,29498751,austin,78745,Single Family,1975,280000,2,1.233333333,1,6.666666667,2020,1.98
6425,125089932,austin,78745,Single Family,2016,425000,4,0.566666667,1,6.666666667,2020,1.98
6426,29498485,austin,78745,Single Family,1994,385000,3,1.5,1,6.666666667,2020,1.98
6428,29498418,austin,78745,Single Family,1983,375000,2,1.433333333,1,6.666666667,2019,1.98
6429,29482932,austin,78745,Single Family,1962,369000,2,1.433333333,1,6.666666667,2019,1.98
6432,29498735,austin,78745,Single Family,1980,355000,1,1.266666667,1,6.666666667,2020,1.98
6433,29495387,austin,78745,Single Family,1980,385000,1,1.166666667,1,6.666666667,2018,1.98
6434,29479932,austin,78745,Single Family,1958,325000,13,1.233333333,1,6.666666667,2020,1.98
6436,29498386,austin,78745,Single Family,1983,189000,5,1.533333333,1,6.666666667,2018,1.98
6438,29485931,austin,78745,Single Family,1971,305000,1,0.866666667,1,6.666666667,2019,1.98
6439,29495384,austin,78745,Single Family,1981,459900,3,1.166666667,1,6.666666667,2019,1.98
6441,29490224,austin,78745,Single Family,1979,429999,2,1,1,6.666666667,2018,1.98
6442,58312928,austin,78745,Single Family,1960,418900,1,1.3,1,6.666666667,2019,1.98
6445,29495376,austin,78745,Single Family,1981,359500,1,1.166666667,1,6.666666667,2018,1.98
6446,58312926,austin,78745,Single Family,1960,340000,2,1.333333333,1,6.666666667,2020,1.98
6447,29498713,austin,78745,Single Family,1975,300000,1,1.266666667,1,6.666666667,2020,1.98
6450,29479926,austin,78745,Single Family,1960,439000,3,1.233333333,1,6.666666667,2019,1.98
6451,89547983,austin,78745,Single Family,2013,400000,1,1.766666667,1,6.666666667,2018,1.98
6453,29498981,austin,78745,Single Family,1982,340000,2,1.466666667,1,6.666666667,2020,1.98
6454,29490212,austin,78745,Single Family,1979,449950,1,1.066666667,1,6.666666667,2018,1.98
6455,64551425,austin,78745,Townhouse,2004,365000,1,1.366666667,1,6.666666667,2018,1.98
6456,29488869,austin,78745,Single Family,1980,289000,2,1.166666667,1,6.666666667,2020,1.98
6457,70342982,austin,78745,Single Family,2005,364999,3,1.833333333,1,6.666666667,2019,1.98
6460,29481995,austin,78745,Single Family,1960,395900,2,1.3,1,6.666666667,2020,1.98
6461,29498362,austin,78745,Single Family,1996,415000,6,1.633333333,1,6.666666667,2018,1.98
6462,29498707,austin,78745,Single Family,1978,399900,4,1.3,1,6.666666667,2019,1.98
6464,29482925,austin,78745,Single Family,1981,275000,3,1.5,1,6.666666667,2019,1.98
6465,70342978,austin,78745,Single Family,2006,219900,9,1.833333333,1,6.666666667,2019,1.98
6466,29498361,austin,78745,Single Family,1996,375000,3,1.633333333,1,6.666666667,2019,1.98
6469,29485924,austin,78745,Single Family,1971,329000,1,0.9,1,6.666666667,2020,1.98
6470,144390472,austin,78745,Single Family,2004,335000,1,1.8,1,6.666666667,2020,1.98
6471,29488860,austin,78745,Single Family,1980,357900,2,1.1,1,6.666666667,2020,1.98
6473,70342969,austin,78745,Single Family,2006,424000,1,1.833333333,1,6.666666667,2018,1.98
6474,58314437,austin,78745,Single Family,1962,379000,2,0.533333333,1,6.666666667,2020,1.98
6475,29488847,austin,78745,Single Family,1980,366000,3,1.166666667,1,6.666666667,2021,1.98
6477,29498699,austin,78745,Single Family,1981,289900,6,1.3,1,6.666666667,2018,1.98
6478,29479923,austin,78745,Single Family,1961,340000,2,1.233333333,1,6.666666667,2020,1.98
6479,70342965,austin,78745,Single Family,2005,325000,2,1.8,1,6.666666667,2019,1.98
6481,29495343,austin,78745,Single Family,1980,429000,1,1.166666667,1,6.666666667,2018,1.98
6483,29481984,austin,78745,Single Family,1961,330000,1,1.266666667,1,6.666666667,2019,1.98
6484,70342962,austin,78745,Single Family,2005,369000,1,1.766666667,1,6.666666667,2019,1.98
6487,29488838,austin,78745,Single Family,1980,319900,1,1.133333333,1,6.666666667,2020,1.98
6488,29479935,austin,78745,Single Family,1958,228900,8,1.233333333,1,6.666666667,2020,1.98
6490,70342956,austin,78745,Single Family,2005,330000,4,1.8,1,6.666666667,2018,1.98
6492,29488833,austin,78745,Single Family,1980,430000,1,1.133333333,1,6.666666667,2020,1.98
6493,29485416,austin,78745,Single Family,1973,425000,8,0.9,1,6.666666667,2019,1.98
6494,70342954,austin,78745,Single Family,2005,229000,6,1.733333333,1,6.666666667,2020,1.98
6495,29490192,austin,78745,Single Family,1979,295000,2,1.033333333,1,6.666666667,2020,1.98
6496,58313915,austin,78745,Single Family,1969,455000,2,1.066666667,1,6.666666667,2020,1.98
6498,29498325,austin,78745,Single Family,1994,289900,2,1.5,1,6.666666667,2019,1.98
6499,29485411,austin,78745,Single Family,1972,355000,5,0.9,1,6.666666667,2020,1.98
6500,29490191,austin,78745,Single Family,2020,429000,3,1.033333333,1,6.666666667,2020,1.98
6502,29488816,austin,78745,Single Family,1980,340000,1,1.1,1,6.666666667,2019,1.98
6506,29498303,austin,78745,Single Family,1996,298000,8,1.633333333,1,6.666666667,2019,1.98
6510,120895408,austin,78745,Single Family,2012,349000,1,0.9,1,6.666666667,2019,1.98
6513,58314408,austin,78745,Single Family,1972,240000,6,0.733333333,1,6.666666667,2020,1.98
6514,29488786,austin,78745,Single Family,1976,239900,4,1.466666667,1,6.666666667,2020,1.98
6516,58313908,austin,78745,Single Family,1968,480000,2,1.066666667,1,6.666666667,2020,1.98
6517,29493785,austin,78745,Single Family,1975,399000,4,1.166666667,1,6.666666667,2018,1.98
6519,29501441,austin,78745,Single Family,1988,347000,4,1.166666667,1,6.666666667,2020,1.98
6521,29495277,austin,78745,Single Family,1984,375000,2,1.733333333,1,6.666666667,2020,1.98
6525,29485906,austin,78745,Single Family,1972,349000,2,0.866666667,1,6.666666667,2019,1.98
6526,29488777,austin,78745,Single Family,1975,309000,2,1.433333333,1,6.666666667,2018,1.98
6530,124721168,austin,78745,Single Family,2012,580000,1,1.366666667,1,6.666666667,2019,1.98
6533,29488769,austin,78745,Single Family,1976,135000,7,1.433333333,1,6.666666667,2019,1.98
6535,29485905,austin,78745,Single Family,1972,465000,4,0.833333333,1,6.666666667,2020,1.98
6536,29488756,austin,78745,Single Family,1977,285000,1,1.433333333,1,6.666666667,2020,1.98
6539,58313401,austin,78745,Multiple Occupancy,1972,475000,5,1.033333333,1,6.666666667,2019,1.98
6540,29490239,austin,78745,Single Family,1980,289750,3,1.066666667,1,6.666666667,2020,1.98
6543,89545933,austin,78745,Single Family,2013,338000,5,1.733333333,1,7,2020,1.98
6548,29495238,austin,78745,Single Family,1982,399000,3,1.633333333,1,6.666666667,2019,1.98
6551,29482900,austin,78745,Single Family,1967,290000,10,1.433333333,1,6.666666667,2019,1.98
6552,29488736,austin,78745,Single Family,1975,387500,3,1.366666667,1,6.666666667,2020,1.98
6555,29495230,austin,78745,Single Family,1983,399000,2,1.6,1,6.666666667,2018,1.98
6558,70342926,austin,78745,Single Family,2005,289975,4,1.766666667,1,6.666666667,2020,1.98
6559,58312898,austin,78745,Single Family,1958,289000,5,1.233333333,1,6.666666667,2019,1.98
6560,29495480,austin,78745,Single Family,1982,336000,2,1.233333333,1,6.666666667,2020,1.98
6563,29482898,austin,78745,Single Family,1964,515500,7,1.433333333,1,6.666666667,2019,1.98
6565,63386419,austin,78745,Single Family,2004,325000,4,1.8,1,6.666666667,2018,1.98
6568,58313397,austin,78745,Single Family,1967,475000,1,1.266666667,1,6.666666667,2019,1.98
6569,29495224,austin,78745,Single Family,1983,265000,2,1.333333333,1,6.666666667,2019,1.98
6573,29498223,austin,78745,Single Family,1986,389500,2,1.5,1,6.666666667,2019,1.98
6574,89547415,austin,78745,Single Family,2012,348900,11,1.766666667,1,6.666666667,2020,1.98
6576,29485397,austin,78745,Single Family,1971,289990,4,0.933333333,1,6.666666667,2019,1.98
6577,29498217,austin,78745,Single Family,1986,369900,2,1.433333333,1,6.666666667,2018,1.98
6580,29488717,austin,78745,Single Family,1975,295000,5,1.133333333,1,6.666666667,2018,1.98
6585,29493715,austin,78745,Single Family,1973,359900,1,1.2,1,6.666666667,2019,1.98
6586,29482891,austin,78745,Single Family,1966,315000,3,1.433333333,1,6.666666667,2019,1.98
6587,29488709,austin,78745,Single Family,1974,375000,1,1.366666667,1,6.666666667,2020,1.98
6590,29495208,austin,78745,Single Family,1983,299900,1,1.6,1,6.666666667,2020,1.98
6591,58313388,austin,78745,Single Family,1965,450000,1,1.266666667,1,5.77869409,2020,1.98
6593,29495202,austin,78745,Single Family,1983,299500,3,1.566666667,1,6.666666667,2019,1.98
6594,89547387,austin,78745,Single Family,2008,275000,4,0.866666667,1,6.666666667,2020,1.98
6598,29488690,austin,78745,Single Family,1974,350000,3,1.333333333,1,6.666666667,2018,1.98
6599,64480977,austin,78745,Condo,2004,329000,1,1.3,1,6.666666667,2019,1.98
6602,29482886,austin,78745,Single Family,1960,379000,1,1.433333333,1,6.666666667,2020,1.98
6604,29498189,austin,78745,Single Family,1981,450000,2,1.433333333,1,6.666666667,2020,1.98
6606,58312882,austin,78745,Single Family,1957,585000,7,1.233333333,1,6.666666667,2019,1.98
6607,29498181,austin,78745,Single Family,1981,389900,5,1.4,1,6.666666667,2019,1.98
6611,29495179,austin,78745,Single Family,1982,349900,1,1.633333333,1,6.666666667,2020,1.98
6612,29485382,austin,78745,Single Family,1971,344000,2,0.933333333,1,6.666666667,2019,1.98
6613,29501386,austin,78745,Single Family,1979,399900,4,0.933333333,1,5.77869409,2020,1.98
6616,29488675,austin,78745,Single Family,1974,298000,4,1.333333333,1,8,2020,1.98
6618,58313880,austin,78745,Single Family,1969,529900,1,1.033333333,1,8,2018,1.98
6619,29497386,austin,78745,Single Family,1975,265000,2,0.833333333,1,9,2020,1.98
6621,29479880,austin,78745,Single Family,1953,655000,1,1.466666667,1,8,2019,1.98
6622,29495171,austin,78745,Single Family,1983,339000,2,1.633333333,1,9,2018,1.98
6626,58314378,austin,78745,Single Family,1960,375000,3,0.6,1,9,2019,1.98
6628,29488669,austin,78745,Single Family,1975,449000,1,1.366666667,1,9,2020,1.98
6630,29501383,austin,78745,Single Family,1979,399000,3,0.933333333,1,8,2019,1.98
6631,29488377,austin,78745,Single Family,1966,399000,1,0.9,1,9,2019,1.98
6632,29498168,austin,78745,Single Family,1981,310000,3,1.4,1,8,2019,1.98
6634,29485376,austin,78745,Single Family,1979,159000,7,0.933333333,1,9,2019,1.98
6635,64540069,austin,78745,Mobile / Manufactured,2000,219997,1,1.133333333,1,9,2019,1.98
6636,70342864,austin,78745,Single Family,2005,319500,1,1.7,1,9,2019,1.98
6637,29498161,austin,78745,Single Family,1982,260000,9,1.366666667,1,9,2019,1.98
6639,70342862,austin,78745,Single Family,2005,319950,3,1.733333333,1,9,2018,1.98
6640,29495157,austin,78745,Single Family,1982,375000,1,1.633333333,1,8,2020,2.01
6643,29498156,austin,78745,Single Family,1982,365000,1,1.4,1,9,2020,2.01
6645,29485371,austin,78745,Single Family,1972,399000,2,0.9,1,9,2018,1.98
6648,29495149,austin,78745,Single Family,1982,299843,1,1.6,1,9,2018,1.98
6649,29497376,austin,78745,Single Family,1975,335000,1,0.9,1,9,2019,1.98
6650,58314369,austin,78745,Single Family,1969,285000,7,1.1,1,8,2018,1.98
6651,29498563,austin,78745,Single Family,1978,239900,2,1.333333333,1,8,2018,1.98
6652,29498148,austin,78745,Single Family,1982,550000,4,1.466666667,1,9,2018,1.98
